order_id,customer_id,product_id,order_date,channel,region,quantity,unit_price,discount
49,214,19,2024-11-11,Marketplace,North,5,242.55,0.05
50,370,2,2025-08-20,Store,South,5,318.22,0.15
51,76,27,2025-11-28,Online,North,5,474.62,0.0
52,98,1,2025-03-27,Store,West,2,212.35,0.05
53,211,17,2025-09-18,Store,North,2,264.15,0.1
54,340,16,2025-06-22,Store,East,2,235.24,0.1
55,280,12,2025-11-23,Marketplace,East,5,247.25,0.05
56,143,18,2024-11-01,Online,East,3,355.4,0.15
57,163,16,2024-12-23,Marketplace,East,3,69.72,0.15
58,459,13,2024-12-19,Online,East,1,150.94,0.0
59,178,30,2025-03-28,Marketplace,East,4,114.85,0.1
60,478,18,2025-12-13,Store,South,1,311.68,0.05
61,125,2,2025-11-16,Marketplace,South,2,35.72,0.15
62,170,23,2025-04-28,Online,South,1,482.61,0.05
63,209,21,2025-05-02,Store,South,3,167.37,0.0
64,465,25,2024-04-01,Marketplace,South,5,371.96,0.0
65,468,30,2024-06-28,Store,South,1,498.61,0.15
66,404,16,2024-07-09,Marketplace,East,1,14.54,0.0
67,476,11,2024-10-18,Store,West,2,427.02,0.15
68,140,7,2024-04-25,Store,South,4,327.66,0.05
69,8,24,2024-12-11,Store,South,2,309.37,0.15
70,424,14,2025-06-11,Store,North,4,337.94,0.05
71,72,16,2024-11-27,Online,North,3,197.95,0.15
72,386,9,2024-12-03,Store,North,3,330.3,0.05
73,32,22,2024-05-01,Store,East,2,208.65,0.1
74,354,4,2025-10-16,Store,East,5,118.22,0.05
75,245,5,2025-04-10,Marketplace,East,4,353.95,0.15
76,388,18,2025-11-11,Online,South,5,437.84,0.0
77,270,15,2025-06-24,Marketplace,East,1,459.45,0.0
78,32,27,2025-07-14,Marketplace,South,5,272.96,0.05
79,168,28,2025-06-16,Store,North,2,361.29,0.15
80,47,29,2025-06-06,Store,North,4,74.65,0.15
81,234,19,2024-02-29,Marketplace,West,3,364.41,0.15
82,131,27,2024-01-04,Marketplace,South,5,45.78,0.15
83,177,23,2024-03-06,Marketplace,North,1,493.21,0.15
84,17,10,2025-02-22,Online,South,4,193.49,0.15
85,230,28,2025-01-21,Store,North,5,75.17,0.1
86,61,6,2025-07-04,Store,South,2,419.06,0.0
87,153,15,2025-11-20,Marketplace,West,5,195.85,0.05
88,127,15,2024-12-20,Online,East,2,469.33,0.0
89,17,26,2025-11-07,Store,North,2,110.98,0.0
90,305,2,2025-04-02,Marketplace,North,2,372.87,0.15
91,225,8,2025-07-06,Online,North,2,256.91,0.1
92,120,27,2025-08-12,Store,East,2,157.86,0.05
93,339,17,2024-08-14,Store,East,3,39.87,0.05
94,321,22,2025-03-13,Marketplace,West,1,486.42,0.15
95,403,17,2024-11-22,Marketplace,West,4,83.12,0.15
96,95,25,2025-07-04,Store,South,2,157.36,0.05
97,413,15,2024-02-29,Marketplace,West,4,283.07,0.05
98,199,8,2024-09-18,Online,East,1,461.89,0.1
99,48,18,2024-07-14,Online,East,4,340.1,0.0
100,448,3,2024-07-11,Marketplace,South,4,112.36,0.1
101,156,30,2024-01-16,Online,South,1,375.97,0.15
102,469,8,2025-12-13,Marketplace,South,4,458.41,0.1
103,398,10,2025-01-24,Store,East,3,138.17,0.15
104,239,4,2025-04-25,Store,South,3,163.33,0.0
105,289,28,2024-08-14,Marketplace,South,1,137.78,0.15
106,152,5,2024-07-19,Store,South,4,289.2,0.05
107,256,18,2025-11-01,Marketplace,East,3,384.05,0.15
108,495,24,2025-10-19,Marketplace,West,4,92.43,0.1
109,87,5,2025-07-13,Store,South,5,495.26,0.0
110,269,2,2024-03-17,Marketplace,North,1,212.07,0.05
111,35,23,2024-06-03,Online,South,5,233.44,0.0
112,317,21,2025-11-13,Marketplace,West,4,17.71,0.15
113,7,1,2025-06-26,Marketplace,East,5,488.96,0.0
114,258,27,2025-12-15,Marketplace,West,2,62.44,0.0
115,269,5,2024-09-03,Online,East,3,140.99,0.15
116,41,12,2025-02-19,Store,South,2,156.99,0.0
117,335,28,2025-10-27,Online,North,4,195.84,0.15
118,29,21,2024-01-10,Marketplace,South,1,254.93,0.15
119,331,26,2024-12-05,Marketplace,North,5,460.38,0.05
120,109,29,2025-12-09,Marketplace,West,3,32.82,0.0
121,351,30,2024-10-14,Marketplace,North,2,465.1,0.1
122,9,7,2025-08-24,Online,West,1,156.65,0.05
123,291,27,2025-02-02,Marketplace,East,4,380.25,0.05
124,405,23,2024-03-21,Marketplace,East,1,57.87,0.05
125,430,3,2024-12-14,Marketplace,West,3,24.52,0.1
126,402,15,2025-05-17,Online,East,5,471.16,0.15
127,96,22,2025-08-22,Marketplace,West,1,388.36,0.1
128,409,8,2025-12-31,Online,North,3,85.57,0.05
129,379,13,2024-11-20,Store,North,1,12.55,0.1
130,228,12,2024-10-03,Online,South,1,101.82,0.15
131,286,18,2025-06-08,Store,North,1,53.91,0.0
132,306,20,2024-11-28,Store,North,3,212.77,0.0
133,372,29,2025-07-26,Online,South,4,93.06,0.1
134,155,9,2025-05-19,Online,North,2,222.99,0.15
135,154,16,2024-03-19,Store,East,2,363.24,0.15
136,305,20,2024-07-19,Store,North,2,159.28,0.15
137,171,27,2025-09-27,Store,East,4,174.02,0.05
138,154,11,2025-09-09,Marketplace,South,4,163.95,0.15
139,496,11,2024-10-25,Marketplace,West,5,393.17,0.1
140,193,9,2025-02-06,Store,North,5,107.9,0.05
141,350,25,2025-07-17,Online,West,2,224.84,0.1
142,426,23,2024-03-11,Store,West,2,320.33,0.05
143,130,22,2024-06-06,Marketplace,West,4,46.24,0.15
144,299,13,2025-07-01,Marketplace,West,5,28.01,0.1
145,360,29,2025-07-03,Marketplace,North,1,386.79,0.1
146,86,21,2025-09-19,Online,West,3,483.2,0.15
147,55,1,2024-04-10,Store,South,5,375.96,0.05
148,229,12,2025-02-04,Store,South,3,498.87,0.15
149,54,10,2025-03-01,Online,North,2,180.68,0.1
150,234,26,2024-07-30,Marketplace,West,3,243.32,0.15
151,370,23,2025-04-08,Store,North,3,31.89,0.0
152,12,28,2024-12-17,Marketplace,North,2,465.66,0.05
153,265,6,2025-07-19,Online,East,5,218.92,0.15
154,119,26,2025-02-18,Marketplace,South,2,323.83,0.15
155,203,1,2025-09-20,Online,West,5,220.48,0.0
156,361,7,2024-07-29,Store,North,5,59.86,0.05
157,188,11,2024-07-20,Store,North,3,338.64,0.15
158,271,21,2024-11-16,Marketplace,West,5,202.35,0.0
159,179,12,2025-04-13,Marketplace,South,3,460.15,0.0
160,345,5,2024-11-16,Online,South,3,67.3,0.1
161,356,5,2025-06-07,Store,West,5,77.55,0.15
162,217,6,2025-05-13,Marketplace,South,5,91.76,0.1
163,72,6,2024-11-18,Store,North,3,476.4,0.15
164,70,7,2025-01-28,Marketplace,West,4,345.5,0.15
165,364,27,2025-03-30,Store,South,1,287.04,0.05
166,150,2,2024-10-08,Online,East,2,392.56,0.15
167,282,17,2024-04-25,Marketplace,North,3,389.81,0.1
168,278,27,2024-02-12,Marketplace,West,5,117.09,0.15
169,53,24,2025-10-31,Online,East,1,230.37,0.1
170,442,27,2024-03-30,Store,North,2,112.84,0.1
171,441,23,2025-09-16,Marketplace,West,2,311.91,0.05
172,417,7,2024-03-01,Marketplace,East,5,147.73,0.05
173,166,23,2024-10-26,Store,East,5,492.89,0.0
174,70,25,2025-02-25,Online,East,2,353.7,0.05
175,128,5,2025-12-29,Store,South,4,249.83,0.1
176,322,14,2025-01-19,Store,North,1,207.4,0.1
177,356,30,2025-01-12,Store,West,3,295.16,0.0
178,375,15,2025-10-12,Marketplace,East,1,399.88,0.15
179,112,14,2024-08-04,Store,East,3,415.89,0.1
180,281,19,2024-05-13,Marketplace,West,3,448.14,0.0
181,24,4,2025-10-03,Store,North,1,465.42,0.05
182,226,15,2024-01-01,Store,South,2,442.25,0.1
183,82,28,2024-10-07,Online,East,3,50.39,0.05
184,27,13,2025-10-02,Store,South,4,331.19,0.0
185,1,7,2025-05-03,Online,South,5,120.83,0.15
186,5,1,2025-12-13,Store,North,4,350.08,0.15
187,37,8,2025-01-27,Online,North,1,163.54,0.1
188,71,13,2024-05-16,Marketplace,South,1,269.95,0.0
189,313,21,2024-06-17,Store,East,2,317.76,0.05
190,471,14,2025-09-22,Marketplace,West,2,52.48,0.0
191,72,25,2024-05-06,Marketplace,West,3,481.99,0.1
192,406,5,2024-09-10,Store,North,2,281.16,0.1
193,399,23,2024-01-28,Marketplace,East,2,263.7,0.05
194,383,13,2024-10-29,Marketplace,North,2,252.49,0.0
195,124,16,2025-10-15,Marketplace,North,5,445.48,0.0
196,185,30,2024-11-20,Online,West,5,216.22,0.05
197,391,16,2024-03-15,Online,North,1,138.47,0.0
198,473,2,2025-02-11,Marketplace,East,5,385.88,0.15
199,360,13,2024-03-25,Marketplace,South,3,50.96,0.0
200,262,30,2024-07-27,Online,East,4,297.35,0.0
201,159,23,2025-03-23,Marketplace,South,1,129.8,0.15
202,60,15,2025-09-18,Marketplace,North,3,336.38,0.05
203,62,1,2025-12-25,Online,North,2,253.24,0.1
204,268,17,2024-09-22,Online,East,2,377.39,0.1
205,376,29,2024-04-30,Online,East,4,143.27,0.0
206,135,23,2025-08-13,Marketplace,North,4,233.05,0.1
207,29,16,2025-08-03,Online,East,2,135.01,0.0
208,458,19,2025-11-21,Marketplace,North,2,372.98,0.0
209,23,28,2024-01-13,Online,North,4,188.35,0.05
210,92,30,2024-02-06,Marketplace,West,2,167.68,0.15
211,469,24,2024-11-23,Store,North,5,192.68,0.0
212,92,8,2025-06-12,Online,West,1,439.73,0.1
213,397,28,2024-11-14,Store,North,5,233.81,0.1
214,103,10,2025-07-31,Store,South,4,190.45,0.15
215,396,25,2024-07-19,Marketplace,South,2,13.13,0.15
216,13,8,2025-07-08,Store,North,3,10.72,0.15
217,435,24,2024-11-10,Online,South,5,491.73,0.15
218,252,2,2024-05-25,Marketplace,East,1,31.51,0.05
219,460,28,2025-06-16,Store,East,4,487.53,0.0
220,298,4,2025-06-01,Online,West,1,300.03,0.0
221,223,22,2024-05-13,Online,East,3,426.95,0.15
222,359,27,2024-11-30,Store,West,3,124.47,0.05
223,70,25,2025-08-21,Online,South,1,90.54,0.15
224,161,14,2024-05-03,Marketplace,East,2,231.44,0.15
225,136,28,2024-05-02,Online,South,3,414.93,0.0
226,111,27,2024-12-01,Online,North,2,484.52,0.15
227,263,2,2025-11-24,Store,East,2,25.23,0.15
228,438,15,2025-07-23,Marketplace,South,1,236.4,0.05
229,63,1,2024-03-04,Online,South,2,413.6,0.1
230,352,21,2025-10-22,Online,East,1,20.68,0.0
231,102,29,2025-10-23,Store,South,1,453.49,0.1
232,63,2,2025-04-17,Online,South,5,222.25,0.15
233,255,1,2025-01-26,Marketplace,West,2,183.43,0.05
234,141,9,2025-04-01,Online,North,5,313.4,0.05
235,332,10,2025-05-25,Store,West,1,52.98,0.15
236,71,14,2024-07-23,Marketplace,South,5,399.47,0.15
237,401,23,2025-01-02,Store,West,3,457.21,0.1
238,199,9,2024-07-03,Online,East,5,117.32,0.1
239,30,26,2025-04-28,Marketplace,East,5,499.81,0.05
240,52,8,2025-11-03,Online,East,5,409.98,0.0
241,392,8,2025-08-12,Store,East,2,96.29,0.1
242,413,24,2025-12-15,Store,North,3,474.3,0.05
243,289,7,2025-05-19,Marketplace,East,2,250.31,0.0
244,29,8,2025-09-08,Online,North,5,244.21,0.1
245,470,20,2024-07-25,Online,East,2,460.2,0.1
246,31,1,2024-05-31,Marketplace,South,1,424.78,0.1
247,492,3,2025-01-17,Marketplace,West,5,59.51,0.1
248,166,5,2024-06-10,Marketplace,West,4,328.1,0.05
249,363,18,2025-12-11,Marketplace,East,2,336.11,0.05
250,194,10,2025-12-06,Store,South,2,367.13,0.15
251,436,25,2025-08-04,Online,South,5,165.93,0.05
252,328,19,2024-04-16,Store,South,3,375.22,0.05
253,178,11,2024-06-20,Marketplace,North,3,228.85,0.1
254,108,8,2025-12-10,Online,East,3,395.64,0.0
255,25,13,2025-03-24,Marketplace,West,2,443.43,0.15
256,452,13,2024-12-25,Marketplace,West,1,416.12,0.05
257,84,15,2024-03-16,Online,East,1,166.17,0.0
258,38,11,2024-06-23,Store,South,1,278.05,0.0
259,174,20,2025-09-20,Store,North,4,471.8,0.05
260,311,29,2025-03-20,Online,North,1,172.24,0.05
261,210,23,2025-07-21,Marketplace,East,3,155.73,0.0
262,26,13,2025-08-08,Marketplace,West,2,36.71,0.0
263,219,3,2024-10-28,Marketplace,West,2,57.52,0.05
264,88,21,2024-10-25,Online,West,1,161.09,0.15
265,242,16,2025-11-07,Store,North,5,199.89,0.1
266,454,13,2025-01-13,Online,West,1,139.02,0.15
267,135,8,2024-10-02,Marketplace,North,2,378.6,0.0
268,44,22,2024-12-18,Marketplace,West,5,121.48,0.0
269,431,13,2025-06-19,Store,West,5,442.01,0.15
270,154,3,2025-02-08,Marketplace,North,5,289.9,0.05
271,62,25,2025-04-04,Online,South,2,406.15,0.05
272,22,14,2024-03-21,Marketplace,West,2,498.66,0.05
273,428,20,2024-09-21,Store,North,1,200.17,0.15
274,283,11,2024-10-09,Marketplace,West,1,395.41,0.15
275,58,14,2024-06-02,Online,North,1,285.72,0.0
276,403,10,2025-07-02,Store,West,3,197.69,0.15
277,293,20,2025-04-29,Online,South,3,207.46,0.15
278,20,13,2024-12-05,Marketplace,South,1,375.42,0.1
279,460,12,2024-01-21,Store,East,3,147.37,0.15
280,440,23,2025-12-02,Online,South,2,157.24,0.15
281,397,27,2024-11-24,Store,West,5,326.32,0.05
282,227,7,2025-02-20,Marketplace,West,5,434.92,0.0
283,264,26,2024-06-11,Online,East,5,207.66,0.0
284,89,7,2024-07-24,Online,South,1,233.66,0.1
285,361,7,2024-10-07,Store,West,5,204.5,0.0
286,349,1,2024-09-04,Store,West,5,228.59,0.15
287,301,18,2024-12-24,Store,South,3,376.99,0.0
288,146,1,2025-01-30,Online,South,5,392.12,0.05
289,439,8,2025-10-24,Online,South,3,329.28,0.0
290,443,25,2025-11-29,Online,West,2,327.21,0.0
291,115,9,2025-09-14,Store,East,4,448.79,0.1
292,236,9,2024-08-11,Store,East,5,413.91,0.15
293,300,4,2024-01-08,Marketplace,East,5,327.2,0.1
294,153,22,2024-04-20,Store,North,3,494.3,0.1
295,442,9,2024-09-24,Marketplace,East,2,83.47,0.05
296,461,2,2025-09-06,Store,East,2,363.43,0.15
297,152,9,2025-03-04,Store,West,1,295.68,0.05
298,176,24,2025-12-31,Online,West,3,258.58,0.05
299,431,22,2025-07-25,Online,East,1,240.68,0.1
300,372,26,2025-07-26,Online,East,1,118.9,0.05
301,382,28,2024-11-10,Store,East,3,137.67,0.1
302,238,28,2024-04-30,Store,North,5,294.35,0.0
303,242,29,2024-07-18,Marketplace,North,4,269.62,0.15
304,28,28,2024-06-03,Online,South,3,210.5,0.15
305,74,11,2024-07-03,Online,West,3,319.21,0.05
306,161,21,2024-02-29,Online,West,3,112.6,0.05
307,296,25,2024-06-11,Store,North,2,311.1,0.15
308,207,14,2025-05-03,Store,North,1,271.55,0.1
309,487,1,2024-11-25,Marketplace,South,1,341.61,0.05
310,116,23,2024-12-18,Store,South,1,197.94,0.1
311,86,3,2024-02-16,Store,East,4,366.64,0.1
312,223,29,2025-12-04,Online,East,4,186.03,0.05
313,85,30,2025-02-17,Online,South,2,366.31,0.05
314,109,24,2024-01-23,Marketplace,South,1,189.63,0.0
315,193,29,2025-10-17,Store,North,5,497.39,0.0
316,335,27,2024-01-21,Online,North,4,227.71,0.0
317,281,9,2025-04-30,Marketplace,South,2,350.64,0.0
318,155,14,2025-11-08,Online,East,5,306.76,0.05
319,215,27,2024-04-17,Marketplace,North,3,65.87,0.0
320,255,7,2025-09-15,Online,East,5,486.83,0.1
321,361,14,2024-10-29,Online,North,5,253.21,0.05
322,353,30,2025-05-07,Store,South,1,16.25,0.0
323,465,4,2025-08-10,Marketplace,West,2,475.23,0.0
324,371,24,2024-04-13,Store,South,4,494.45,0.1
325,136,15,2024-02-21,Online,South,1,427.6,0.1
326,411,22,2024-11-16,Store,North,1,427.11,0.0
327,5,28,2024-05-21,Marketplace,South,3,185.19,0.15
328,490,20,2024-10-01,Marketplace,North,3,409.33,0.05
329,59,13,2025-02-13,Store,East,4,348.05,0.15
330,410,14,2025-10-26,Online,North,2,351.12,0.0
331,483,28,2024-06-12,Online,West,5,246.51,0.15
332,93,20,2025-01-23,Store,North,2,246.71,0.15
333,58,29,2025-02-25,Store,North,1,138.19,0.1
334,7,23,2025-11-25,Marketplace,South,3,264.36,0.0
335,222,22,2024-09-11,Store,East,4,82.84,0.0
336,6,21,2024-06-09,Marketplace,West,4,436.01,0.0
337,385,16,2024-11-24,Online,East,3,34.67,0.05
338,282,21,2025-01-22,Store,South,1,234.96,0.15
339,46,28,2025-05-25,Store,East,1,490.53,0.0
340,53,13,2025-02-26,Online,North,1,397.97,0.1
341,456,17,2025-07-29,Online,West,3,188.04,0.0
342,419,8,2025-04-10,Store,West,3,360.8,0.0
343,50,25,2025-11-05,Online,North,3,184.02,0.1
344,281,17,2025-01-17,Marketplace,North,1,449.47,0.15
345,72,27,2025-02-23,Online,East,5,106.0,0.0
346,477,28,2025-02-06,Online,West,2,361.23,0.0
347,388,14,2024-02-17,Marketplace,North,4,234.12,0.05
348,494,16,2024-01-05,Marketplace,North,5,468.3,0.15
349,474,17,2024-06-30,Marketplace,South,2,60.74,0.1
350,259,29,2025-01-28,Store,South,3,204.96,0.1
351,497,10,2025-04-08,Online,South,4,305.24,0.1
352,432,23,2025-07-14,Store,South,2,112.76,0.1
353,352,12,2025-11-19,Online,South,5,275.82,0.1
354,364,4,2024-12-26,Marketplace,West,5,289.61,0.15
355,346,24,2025-06-30,Store,West,1,266.14,0.0
356,196,5,2024-02-24,Marketplace,North,2,140.82,0.05
357,147,22,2024-09-13,Online,North,3,109.96,0.0
358,184,27,2025-04-08,Online,South,5,200.55,0.1
359,355,22,2024-02-18,Store,West,4,478.78,0.1
360,495,18,2024-02-25,Online,East,2,314.08,0.15
361,425,8,2025-10-10,Marketplace,East,5,277.84,0.05
362,398,24,2024-07-17,Store,West,2,491.89,0.0
363,96,6,2025-06-10,Online,West,1,219.97,0.1
364,67,6,2025-08-21,Store,North,3,238.5,0.05
365,21,5,2024-11-26,Marketplace,North,5,423.14,0.1
366,252,26,2025-08-09,Marketplace,East,1,394.18,0.1
367,270,8,2024-07-07,Marketplace,North,5,88.09,0.15
368,48,12,2024-08-14,Online,East,3,186.79,0.05
369,487,25,2025-09-25,Marketplace,West,5,413.61,0.0
370,59,22,2024-12-20,Store,South,5,460.12,0.05
371,491,2,2025-11-29,Store,West,1,199.08,0.1
372,13,30,2025-06-13,Store,West,4,31.49,0.05
373,165,17,2024-03-25,Online,South,5,271.27,0.0
374,108,22,2025-10-06,Online,West,1,110.73,0.15
375,332,27,2024-03-14,Marketplace,South,1,235.02,0.1
376,20,3,2024-03-16,Online,South,3,283.46,0.05
377,467,9,2025-02-21,Store,West,4,222.18,0.0
378,200,22,2024-05-01,Marketplace,North,5,40.99,0.0
379,359,28,2024-03-15,Store,North,3,395.58,0.1
380,311,3,2024-10-15,Store,West,4,412.84,0.0
381,243,6,2025-06-30,Online,South,4,400.42,0.1
382,492,21,2024-05-27,Store,East,1,281.23,0.05
383,64,2,2024-01-06,Marketplace,West,5,278.29,0.0
384,157,7,2024-12-18,Online,West,5,79.8,0.05
385,114,20,2024-09-15,Online,North,2,338.78,0.0
386,436,25,2025-07-16,Store,North,3,339.13,0.1
387,51,7,2025-08-17,Store,East,3,72.83,0.05
388,52,10,2025-09-26,Online,South,3,248.07,0.1
389,316,22,2024-11-09,Marketplace,South,5,287.76,0.1
390,491,14,2024-06-21,Online,East,2,394.97,0.15
391,142,27,2025-01-03,Online,East,4,236.8,0.1
392,397,10,2025-05-13,Marketplace,North,2,326.32,0.0
393,431,9,2024-05-23,Marketplace,South,3,369.44,0.0
394,373,3,2024-01-20,Marketplace,North,5,293.66,0.05
395,465,2,2025-07-18,Store,West,2,189.25,0.05
396,457,25,2025-08-26,Marketplace,East,2,237.7,0.0
397,204,12,2025-05-29,Online,South,5,345.24,0.05
398,229,6,2024-07-02,Marketplace,South,4,470.2,0.0
399,113,25,2025-05-14,Online,North,3,191.02,0.0
400,343,7,2025-06-14,Store,West,4,459.77,0.0
401,21,21,2024-11-27,Online,East,3,293.53,0.05
402,193,21,2025-01-22,Store,North,5,133.28,0.05
403,265,13,2024-12-27,Store,West,4,444.71,0.0
404,257,29,2024-05-22,Store,South,2,47.77,0.1
405,109,5,2024-07-10,Online,East,5,361.48,0.0
406,339,8,2025-02-28,Store,North,4,340.86,0.15
407,108,19,2024-06-14,Marketplace,West,1,129.4,0.05
408,294,19,2024-06-13,Online,North,5,81.96,0.05
409,133,30,2024-07-03,Marketplace,West,5,484.93,0.0
410,450,24,2025-11-08,Store,North,2,230.11,0.15
411,445,16,2024-06-23,Online,West,5,79.93,0.05
412,320,22,2025-06-07,Store,South,3,461.95,0.0
413,118,13,2025-01-29,Online,North,1,109.15,0.15
414,424,5,2025-09-12,Online,South,4,451.79,0.0
415,450,26,2025-06-28,Marketplace,North,1,246.3,0.05
416,462,20,2025-07-06,Online,West,5,216.14,0.0
417,358,17,2025-03-15,Online,West,4,181.75,0.0
418,218,5,2024-09-17,Store,South,1,148.8,0.15
419,132,7,2024-01-06,Marketplace,North,5,266.04,0.0
420,193,21,2024-07-29,Marketplace,East,4,187.51,0.05
421,219,21,2025-08-22,Store,East,5,217.55,0.1
422,314,9,2025-11-27,Store,South,4,280.53,0.15
423,92,12,2025-07-26,Marketplace,West,3,494.37,0.1
424,397,23,2025-02-11,Marketplace,South,1,376.43,0.15
425,401,23,2024-06-14,Online,South,5,206.27,0.1
426,411,18,2025-09-20,Marketplace,North,2,200.66,0.0
427,412,3,2024-05-28,Store,West,1,41.4,0.05
428,190,3,2025-09-15,Online,West,4,310.84,0.1
429,365,20,2024-02-28,Online,West,4,15.25,0.1
430,100,2,2025-09-05,Marketplace,South,5,93.05,0.0
431,185,8,2025-11-01,Online,South,1,498.44,0.15
432,181,22,2025-02-08,Store,South,5,17.53,0.0
433,471,3,2025-07-16,Store,East,3,482.01,0.1
434,116,20,2024-07-18,Store,West,5,12.28,0.05
435,209,17,2024-04-19,Marketplace,North,5,154.18,0.0
436,412,17,2024-09-20,Marketplace,East,4,483.37,0.15
437,395,8,2024-12-13,Store,West,5,432.39,0.15
438,60,9,2024-03-10,Store,South,2,402.08,0.15
439,490,12,2025-06-12,Marketplace,North,3,131.65,0.0
440,205,22,2024-12-16,Online,South,4,163.8,0.05
441,458,19,2024-10-02,Online,South,4,371.19,0.05
442,377,8,2024-09-28,Online,South,2,419.12,0.1
443,80,25,2024-04-19,Online,North,4,310.78,0.0
444,435,16,2025-01-15,Marketplace,East,4,450.08,0.1
445,252,6,2025-06-07,Store,West,2,377.58,0.05
446,28,17,2025-03-09,Store,North,5,180.17,0.05
447,235,4,2025-12-16,Marketplace,West,3,347.71,0.0
448,346,7,2025-01-23,Marketplace,North,3,187.19,0.1
449,96,18,2024-09-26,Online,East,4,479.68,0.1
450,188,6,2025-05-25,Store,South,4,353.35,0.1
451,187,28,2025-02-14,Store,West,2,289.99,0.05
452,417,4,2024-10-03,Online,West,4,106.07,0.05
453,243,26,2024-01-10,Online,West,4,75.89,0.1
454,403,16,2024-11-03,Store,North,4,58.5,0.05
455,31,7,2024-09-17,Store,North,4,374.85,0.1
456,185,12,2025-07-27,Marketplace,East,3,19.72,0.0
457,180,28,2025-11-26,Marketplace,South,5,292.19,0.05
458,400,10,2024-12-29,Store,West,4,445.92,0.15
459,315,10,2025-04-19,Marketplace,South,2,323.88,0.1
460,216,21,2025-09-19,Marketplace,West,1,48.76,0.1
461,117,11,2024-11-20,Marketplace,East,3,306.64,0.15
462,139,29,2025-03-31,Store,West,4,91.99,0.0
463,65,24,2024-08-28,Marketplace,East,1,113.18,0.15
464,53,4,2024-03-06,Store,North,1,387.76,0.0
465,54,9,2025-09-24,Online,North,4,161.59,0.05
466,378,10,2025-03-29,Marketplace,South,2,268.1,0.05
467,15,2,2025-11-10,Store,East,4,238.92,0.1
468,281,15,2024-05-18,Marketplace,South,5,302.82,0.15
469,269,21,2025-10-16,Marketplace,East,3,246.01,0.05
470,413,3,2025-03-28,Store,East,4,137.31,0.1
471,6,1,2025-06-19,Online,East,3,239.91,0.0
472,353,30,2025-05-18,Store,East,1,385.28,0.1
473,306,8,2024-01-08,Marketplace,East,2,211.75,0.15
474,203,8,2024-06-16,Marketplace,West,4,118.09,0.0
475,217,21,2024-09-02,Marketplace,East,3,327.74,0.1
476,212,7,2024-03-11,Online,South,3,64.07,0.15
477,317,15,2024-10-05,Marketplace,West,2,167.12,0.05
478,26,18,2024-01-23,Online,North,3,141.91,0.15
479,373,1,2024-08-26,Online,South,1,251.85,0.1
